100708,stage design,"The study of the design of sets and scenery for use in theatres, film and television.",
100710,community theatre,The study of theatre performance and practice focusing on community and education developed through projects with people in the local community.,
100711,choreography,The study of/training in the arrangement and planning of staged dance.,
100712,dance performance,"The study of the advancement of creative dance performance, including the technical and artistic complexities inherent in performance.",
100714,history of photography,The study of the development of the generating of still images.,
100716,cinematography,"The study of the technical aspects of creating moving images for film, tv and video.","For artistic aspects, use cinematics. For production, use film production. For directing, use film directing."
100717,visual and audio effects,The study of/training in the production of special visual and/or audio effects in the production of moving image sequences.,
100721,metal work,The study of all crafts which use metals as a source material.,
100724,glass crafts,The study of all crafts which involve the use of glass as a source material.,
100725,silversmithing and goldsmithing,The study of the craft of creating artefacts using the materials of silver and gold.,
100726,clock and watchmaking,The study of the craft of creating chronometers.,
100728,surface decoration,The study of all crafts which involve changing the appearance of objects by adding ornament or colour to their outer layer.,
100729,scriptwriting,"The study of/training in the writing of scripts for theatre, television or motion picture productions.",
100730,poetry writing,The study of/training in the writing of poems.,
100731,professional writing,The study of writing as a professional skill.,_Excludes the writing of fiction.
100734,computer architectures,The study of the systemic structure of computer systems.,
100735,operating systems,The study of software which is designed to facilitate the efficient co-ordination and use of system components.,
100736,human-computer interaction,"The study, design and application of principles and techniques aimed at optimising the interaction between computer systems and their human users.",
100737,multimedia computing science,"The study of the area of computer science concerned with the computer controlled delivery of information in a variety of forms, including text, pictures, video, graphics and animation. Often associated with information presentation on the Internet.",
100738,e-business,The study of commercial activity delivered through electronic means.,
100739,beauty therapy,"The study of therapies to enhance well-being, appearance, relaxation or uplift to meet clients' needs. Includes treatments such as injectables and laser/light therapies.",
100741,high performance computing,The study of high-performance computing using supercomputers and clusters to solve advanced computational problems.,
100743,systems thinking,"The study of holistic approaches to complex problems, to consideration of the roles other people play and to assessing how all the different components within that situation are related.","Systems thinking can be used in any subject area and has been applied to the study of medical, environmental, political, economic, human resources, and educational systems, among many others."
100744,dietetics,"The study of nutritional services, menu planning and diet formulation for individuals, families and institutions.",
100746,clinical practice nursing,"The study of the principles and techniques for assessing, managing, treating and monitoring in the following care specialisms: diabetes, cancer, cardiac, renal, respiratory disease or disorders or sexual health.",
100747,medical nursing,"The study of the principles and techniques to allow nurses to assess, manage, treat and monitor the provision of care for patients undergoing investigations that do not require surgical intervention.",
100748,cardiology,The study of techniques aimed at diagnosing and treating disorders of the human cardiovascular system.,
100749,paramedic science,The study of the principles and techniques to allow provision of on-site care for persons with acute illnesses or injuries.,
100750,physician associate studies,"The study of the principles and techniques required to take medical histories, perform examinations, diagnose illnesses, and analyse test results under direct supervision of a doctor.",
100751,information modelling,The study of the modelling of information flows within an organisation and how these flows can be optimised and incorporated into the design of a large-scale computer system.,
100753,systems analysis and design,The study of standard methodologies for the design of large-scale computer systems.,
100754,databases,"The study, design or application of information systems which act as structured repositories for large amounts of information.",
100755,data management,"The study of the management of computer systems which capture, process and transmit data.",
100756,systems auditing,"The study and development of techniques for inspecting, correcting and verifying information systems.",
100757,intelligent systems,"The study of digitally-based products and systems within manufactured goods, including telematic devices, human interfaces and reasoning for computing systems.",Includes expert systems.
100758,British history,Historical studies focusing on the British Isles.,
100759,Irish history,Historical studies of Ireland.,
100760,Welsh history,Historical studies of Wales.,
100761,English history,Historical studies of England.,
100762,European history,Historical studies focusing on continental Europe.,
100763,German history,Historical studies of Germany.,
100764,Italian history,Historical studies of Italy.,
100765,Iberian studies,"The study of Spanish and Portuguese societies, cultures, histories, languages and literatures._",
100766,Russian history,Historical studies of Russia.,
100767,American history,Historical studies of the Americas.,
100768,USA history,Historical studies of the United States of America.,
100769,Latin American history,The study of the history of Latin America.,
100771,Chinese history,Historical studies of China.,
100772,South Asian history,Historical studies of the Indian sub-continent.,
100773,South East Asian history,Historical studies of South East Asia.,
100774,Byzantine studies,Historical studies in the Byzantine Empire from 300-600 AD.,
100777,world history,Historical studies considered globally.,
100778,international history,Historical studies of relations between nation states.,
100779,family history,Genealogical study of family or personal descent.,
100780,history of religions,Historical study of religious movements and their interaction with other cultures.,
100781,intellectual history,The history of ideas and the study of intellectual movements.,
100782,history of architecture,Historical study of building design and architectural movements.,
100783,history of design,Historical study of design styles and movements.,
100784,history of mathematics,Historical studies of the mathematical sciences.,
100785,history of medicine,Historical studies of medical sciences and practices.,
100786,military history,Historical studies of the development of armed forces and their deployment in warfare.,
100787,Egyptology,The archaeological study of the civilisations of ancient Egypt.,
100791,mental philosophy,The study of the philosophy of thinking and the mind.,
100792,social philosophy,The study of philosophical questions about an individual's responsibility and obligations to society.,
100793,ethics,The study of the concept of morality and codes of behaviour.,
100794,theology and religious studies,The study of the nature of divinity and of beliefs in their social context.,
100795,Christian studies,"The study of the theory and practice of Roman Catholic, Protestant, Orthodox and other Christian denominations.",
100796,Islamic studies,The study of the theory and practice of Islam.,
100797,Judaism,The study of the theory and practice of the Jewish religion.,
100798,buddhism,The study of the theory and practice of the Buddhist religious tradition.,
100799,divinity,Investigation into the nature of a deity and other divine beings.,
100800,religious writings,"The study and interpretation of religious writings in their historical, theological and philosophical contexts.",
100801,biblical studies,"The study of the Old and New Testaments, the apocryphal writings and patristic exegesis.",
100802,pastoral studies,The study of religious practice in its social setting.,Includes the work of the Ministry in religious education.
100803,comparative religious studies,"The comparative study of different religious beliefs, customs and observations.",
100805,heritage studies,"The study of objects, practices, traditions and social and cultural movements that form or influence collections.","Includes intangible heritage, and areas distinct from history and or geography."
100807,heritage management,"The study of the management of existing and newly designated sites of heritage importance, including working with heritage organisations, legal consultants, the voluntary sector, governments and international bodies.",
100808,European business studies,The study of organisations and their operations within Europe.,
100810,strategic management,The study of the techniques involved in the formation and implementation of a strategy within an organisation.,
100811,creative management,The study of techniques for creative problem solving and the management of creativity in others.,
100812,project management,"The study of the techniques specific to the planning, managing and monitoring of projects.",
100813,change management,The specific techniques involved in the planning and management of change within an organisation.,
100814,organisational development,"The techniques involved in the development of an organisation's physical and human resources, structure and culture.",
100815,institutional management,The study of the specific techniques required for the management of specific types of institutions.,Institutional management is particularly associated with the organisation and wellbeing of the people within the buildings rather than the buildings themselves and the amenities within them.
100817,management and organisation of education,The study of the personnel and administration necessary for the efficient organisation of an education establishment.,"May include investigation of disparate subjects such as office skills, book-keeping, interpersonal skills, child welfare etc."
100819,land management,The techniques involved in the management of land.,
100820,property management,The study of the techniques involved in the management of buildings and other structures.,
100821,requirements engineering,"The study of the principles of engineering as they apply to the systematic collection, defining, processing and management of descriptions of desired characteristics for a product, service or system.",
100822,cell biology,"The study of the organisation of the cell, cell membrane and cell communication.",
100823,emergency and disaster management,The study of the techniques for managing emergencies and disasters.,
100825,property valuation and auctioneering,The study of the techniques involved in the valuation and auctioneering of property.,
100826,parasitology,The study of the transmission and control of parasitic diseases and their vectors.,
100827,banking,The study of the banking industry.,
100828,investment,The study of the investment industry and the techniques used therein.,
100829,behavioural biology,"The study of the behavioural strategies used by organisms in their natural environment to maximise fitness. Includes foraging, social and reproductive (including parental care, sexual selection and mate choice) behaviour, behavioural responses to predators, communication, migration and homing.",
100830,insurance,The study of the insurance industry and the techniques used therein.,
100831,taxation,The study of the rules and operations of taxation systems.,
100832,financial management,"The study of the management of money, capital and credit.",
100834,developmental biology,The study of the development of multi-cellular organisms.,
100835,financial risk,"The study of the risks involved in the handling of money, capital and credit.",
100836,management accountancy,The study of the application of cost and management accounting techniques within organisations.,
100837,public accountancy,The study of the application of accounting techniques that are specific to public sector organisations.,
100838,book-keeping,The techniques involved in recording financial information within organisations.,
100840,audit management,The study of techniques involved in auditing financial accounts.,
100841,popular music,"The study of popular music that is accessible to the general public and disseminated by one or more of the mass media, including the study of musical concepts in popular music cultures.",
100842,film music and screen music,The analytical study of film/screen music including techniques of musical style and composition for the moving image.,
100843,jazz,The study of music classified as in the style of jazz.,Includes instruction in the history of jazz and jazz theory.
100844,sacred music,The study of the use of music in the church and the role of music in worship and other world religions.,
100845,financial reporting,"The study of specific techniques involved in explaining and disclosing transactions involving money, capital and credit.",
100846,market research,"The study of techniques involved in the identification, definition and research of markets for an organisation's products or services.",
100847,reproductive biology,The study of the reproduction of multi-cellular organisms.,
100848,aquatic biology,"The study of marine, freshwater and esturine biology.",
100849,freshwater biology,The study of freshwater and estuarine biology.,
100850,population biology,The study of organism numbers and population dynamics.,
100851,sales management,The study of the techniques involved in the management of a sales function within an organisation.,
100853,international marketing,The study of the techniques involved in marketing goods or services to other countries or cultures.,
100854,community music,"The study of music in everyday life and the development of the professional and critical skills required in community-based music making, including the facilitating of community music projects.",
100855,promotion and advertising,The study of the techniques involved in the promotion and advertising of an organisation or an organisation's products.,
100856,corporate image,The study of the way an organisation is perceived by its members and the public. Includes the impact of promotional displays in order subliminally to recall a particular company or product.,
100858,evolution,The study of organisms' adaptation to their environment and the mechanisms of heredity and change.,
100861,staff development,The study of the specific techniques involved in the development of an organisation's human resources.,
100862,sonic arts,The creation of an original piece of music using practices that predominantly focus on a relationship between the wide notions of the visual and aural domains of art and sound perception.,
100864,ecosystem ecology and land use,"The study of large-scale ecology including catchment and regional studies, landscape ecology and interactions between ecology and land use patterns.",
100865,biometry,The study of quantitative techniques and measurement in the biological sciences.,
100866,health and safety management,The study of issues relating to health and safety in the workplace.,
100867,electronic music,The study of music in the genre classified as electronic.,"Includes mastering electronic music production, remixing and composition using electronic techniques and digital music technologies."
100868,office administration,"The study of the skills involved in organising and running an office, its personnel and processes.",
100869,bioinformatics,"The study of the application of computer-based technologies and services to biological, biomedical, and biotechnology research.",
100870,jazz composition,The preparation of individuals to master the composition of jazz.,Includes instruction in related musical styles such as Blues.
100872,mycology,"The study of fungi, symbiotic relationships and their role in decay.",
100873,plant cell science,The study of the cellular organisation and function in plants.,
100874,plant pathology,The study of the diseases of plants and their treatments.,
100875,tourism,The study of UK and international tourism.,
100880,applied zoology,The study of zoological topics of commercial or social importance.,
100881,cell zoology,The study of cellular organisation and functions in animals.,
100882,entomology,"The study of insects, including their role as pests.",
100883,marine zoology,The biological study of animals in seawater environments.,
100884,pest management,"The study of vertebrate and invertebrate pests, their roles as disease vectors and agents of damage, and their control.",
100885,ballet,"The study of ballet dance technique, including pointe, pas de deux, choreography, solo and repertory work as well as conventional academic methodology and skills.",
100886,contemporary dance,"The study of technical, creative and professional elements of contemporary dance informed by contextual and theoretical study.",
100887,moving image techniques,The study of the techniques and principles associated with the production of moving image sequences.,
100888,film directing,The study of/training in the direction and arrangement of equipment and actors in the production of a moving image sequence.,
100890,film and sound recording,The study of/training in the recording of audio and video elements in the production of a moving image sequence.,
100891,hospitality,"The study of the provision of food, drink and accommodation in a service context.",Includes event management.
100893,recreation and leisure studies,"The study of the nature, provision and impact of recreation and leisure and their management and development.",
100894,spa management,The study of the organisation and management of spas.,
100895,crafts,The study of the use of a variety of materials individually and in combination to create pleasing and useful items. Includes a high proportion of practical work.,
100896,salon management,The study of the organisation and management of salons.,
100898,human genetics,"The study of the genetics of the human species, including chromosome theory and the mechanism of gene action.",
100899,medical genetics,The investigation of genetic abnormalities and their treatment in humans,
100900,molecular genetics,The study of genetic factors and processes at molecular level.,
100901,genomics,The study of the branch of genetics that studies organisms in terms of their genomes (their full DNA sequences).,
100902,population genetics,"The study of speciation and population genetics, gene flow/population structure, hybrid zones, island populations, genetic drift and conservation genetics.",Includes adaptation and the evolution of life histories.
100906,applied microbiology,"The study of topics in microbiology of commercial, environmental or social importance. Includes interactions between the environment and microbial systems, bioremediation and microbial diversity.",
100907,medical microbiology,The study of the interactions between micro-organism and their human hosts.,
100908,veterinary microbiology,The study of the interactions between micro-organisms and their animal hosts.,
100909,bacteriology,The study of bacteria and bacterial diseases.,
100910,virology,The study of viruses and viral diseases.,
100911,immunology,The study of the immune system as a defence mechanism against infection.,
100912,blood sciences,The study of sera and blood-related products.,
100913,librarianship,The training of professional library staff in the administration of library resources and services.,
100914,curatorial studies,The study of the administration of museum resources and services.,
100915,archives and records management,The study of the professional administration of archive resources and services. Includes the collecting and cataloguing of information.,
100916,information services,"The study of the administration of information resources and services, including the collection, sorting and ordering of data and information.","Encompasses the cataloguing of sources and the arrangement of archives. May include care, management and organisation of exhibits."
100918,museum studies,"The study of museums, their history, collections, practices and social roles.",
100919,publicity studies,The study of the transmission of information and/or knowledge. Includes study of the techniques of attracting attention.,"May include media practices and production, cultural differences and communication on an individual, group or national basis."
100920,television studies,"The study of communication between people through television, concentrating on business, management and financial aspects and not on the production of the artwork and ideas themselves.","May involve study of the television industry, technical innovations and the role of audiences."
100921,radio studies,"The study of communication between people through radio, concentrating on business, management and financial aspects and not on the production of the artwork and ideas themselves.","May involve study of the radio industry, technical innovations and the role of audiences._"
100922,paper-based media studies,"The study of the communication between people through paper-based media, concentrating on business, management and financial aspects and not on the printing and technical expertise.","May involve the study of books, newspapers and magazines, technical development and the role of audiences."
100923,television production,The study of the organisation and presentation of events on television.,
100924,radio production,The study of the organisation and presentation of events on radio.,
100925,publishing,"The study of the production, distribution and sale of information made available by printed, electronic or other means.",
100926,electronic publishing,"The study of the production, distribution and sale of information by electronic means.",
100927,online publishing,The study of the production and distribution of information via the internet.,
100932,plant biochemistry,The study of cellular processes in plants including the understanding of the expression of genetic information.,
100936,animal health,The study of animals with the object of ensuring good husbandry and welfare and the prevention of animal diseases.,
100937,animal physiology,"The study of systemic function and behaviour of the animal frame, including processes such as respiration, circulation, digestion, excretion, and reproduction.",
100938,veterinary pathology,"Study of the causes and effects of disease and/or damage to the animal, including_post-mortem diagnosis",
100939,veterinary pharmacology,"The study of drugs, their characteristics, actions, uses and effects on animals.",
100940,animal nutrition,The study of the process of assimilating nutrient materials into animal tissue.,
100941,veterinary pharmacy,The study of the preparation and dispensing of animal-related drugs.,Involves an understanding of the food-chain and its interaction with human beings.
100942,veterinary public health,"The study of the application of professional veterinary skills, knowledge and resources to help to protect and improve human health.","Encompasses identification of risks; control measures, epidemiology, food hygiene measures, veterinary legislation, disease outbreak controls, etc."
100945,crop protection,"The study of the development of immunities in crops. Also includes the study of artificial barriers, preventatives or exterminators for the animals/insects which attack crops.",
100946,crop nutrition,The study of the process of assimilating nutrient materials into crop tissue with the aim of understanding and providing the correct nutrient balance.,
100947,crop production,The study of growing and harvesting crops and the relationship of arable production to its environment and humans.,
100948,biomolecular science,The study of the molecular processes in the life sciences.,
100949,biophysical science,The study of the use of the methods of physical science in the biological sciences.,
100950,occupational psychology,"The psychology of selection, motivation and performance in the workplace.",
100952,developmental psychology,The study of the development of psychological processes across the life cycle.,
100953,child psychology,The study of the development of psychological processes in childhood.,
100954,business psychology,"The study of how to improve working life, using techniques from an understanding of human behaviour, for effective and sustainable performance in respect of individuals and organisations.",
100956,programming,The study of the conversion of designs into computer instruction sets in order to satisfy the requirements of specific operational problems.,
100958,psychology of ageing,The study of psychological aspects of the ageing process in adults.,
100959,research methods in psychology,"The study of the techniques, methodology and analyses, both qualitative and quantitative, that are used in psychology.",
100960,object-oriented programming,Programming using object-oriented programming languages and environments.,
100961,natural language processing,The study of principles and techniques for the computer-based modelling and simulation of the human use of language.,
100962,research skills,The study of investigative method and the collection of information.,
100963,knowledge and information systems,"The study of the principles and methodologies for the capture, representation, storage and application of human knowledge in a computer system.","For specific subject information systems without knowledge-based systems or methods, use 'information systems'."
100966,neural computing,The study of computer-based hardware and software constructs which aim to model and simulate the salient features of animal nervous systems.,
100968,computer vision,The study and development of digital image perception.,
100970,applied linguistics,"An interdisciplinary field of linguistics that identifies, investigates, and offers solutions to language-related real-life problems. This includes the study of language acquisition_methods and language pathology therapies.",
100971,phonetics and phonology,The study of speech and language from the point of view of sound analysis.,
100972,phonetics,"The study of speech processes, including the production, and perception of speech sound. Includes speech acoustics, anatomy and physiology.",
100973,phonology,The study of the sound systems of languages.,
100974,livestock,The study of the most efficient way to keep animals for agricultural use rather than as pets.,
100976,aquaculture,"The study of the cultivation of water resources, both plant and animal, for human consumption or use.",
100977,rural estate management,The study of the administration of large landed properties as or on behalf of their owner.,"Includes elements of business studies, personnel management, buildings management."
100978,farm management,The study of the most efficient way to keep livestock and grow and harvest crops and fruit. Includes home farm management.,
100979,game keeping management,The study of the habitat and management of land set aside for hunting purposes.,
100985,health psychology,The study of the psychological factors in maintaining and recovering physical and mental well-being.,
100986,water resource management,"The study of fresh and salt water, its use commercially, domestically and recreationally.","Includes the conservation of water. Also includes the study of drought, flood and the water cycle."
100989,cognitive modelling,The study and development of the processes involved in acquiring knowledge.,
100990,land management for recreation,The study of land used for informal recreation.,"Includes study of erosion and damage to habitat from over or inappropriate use, and the techniques to prevent, cure and minimise such damage."
100992,machine learning,"The study and development of techniques whereby machines may gain knowledge through experience, deduction or reasoning.",
100993,cognitive psychology,"The study of the processes associated with perception, learning, language, memory, thought and the emotions.",
100994,health informatics,"The study and design of systems for information capture, processing and use in healthcare.",
100998,sustainable agriculture and landscape development,The study of agricultural and other related landscape uses with particular emphasis on sustainable and environmentally sensitive practices.,
101001,international agriculture,The study of the science or occupation of cultivating land and rearing crops in various parts of the world.,
101003,psychology of religion,"The study of the application of psychological methods and interpretive frameworks to religious traditions, as well as to both religious and irreligious individuals.",
101004,organic farming,The study of agricultural processes conducted without the use of artificial chemicals in the form of fertilisers or pesticides.,
101006,agricultural technology,"The study of practical or mechanical sciences connected with agriculture as they apply to increased efficiency, economy and crop production.",
101010,agricultural machinery,The study of the use and maintenance of agricultural machinery.,"Includes the study of tractors, hedge clippers, milking machines etc."
101013,timber engineering,"The study of the principles of engineering as they apply to the analysis, design and assessment of timber structural systems and assemblies.",May include the suitability of certain trees for certain uses.
101014,community forestry,"The study of forestry used for recreation. Includes study of formal and informal recreational uses, erosion and damage to habitat from over or inappropriate use, and the techniques to prevent, cure and minimise such damage.",
101016,sociolinguistics,The study of socially-conditioned factors in language and language use.,
101017,food and beverage studies,"The study of the properties and behaviour of food from the point of origin on the farm (or elsewhere), through different stages of storage, transportation, preservation or other transformations, including domestic or restaurant food preparation procedures, to its use by the consumer.",
101018,food safety,The study of the maintenance and promotion of health through the clean and sanitary handling of food.,
101019,computer games graphics,"The study of art, visual design and graphics in the design and production of video, computer and other electronic games.",
101020,computer games programming,"The study of the architectures, coding techniques and software development methods used in the creation of video, computer and other electronic games.",
101021,baking technology management,"The study of the commercial production of cooked foodstuffs, including the application of physical, chemical and biological sciences to food preparation.",
101022,brewing,"The study of the production of fermented liquid beverages. Includes the application of physical, chemical and biological sciences to drink preparation.",
101024,agricultural chemistry,The study of how atoms and molecules react together naturally and/or synthetically to affect agricultural processes.,
101025,agricultural botany,The study of plants cultivated as a crop.,"Includes their classification, structure, physiology, ecology and economic importance."
101027,numerical analysis,The study of the mathematical methods used to obtain approximate (numerical) results to a problem on a digital computer.,
101028,engineering and industrial mathematics,The study of the branch of mathematics concerned with the application of mathematical principles in the areas of engineering and industrial systems and processes.,
101029,computational mathematics,The study of advanced mathematical topics used in computational processes across a range of applications.,
101030,applied statistics,The study of the application of statistical techniques to functional areas.,
101031,medical statistics,The application of statistical techniques to the collection and analysis of numerical data relating to medicine.,
101032,probability,The mathematical study of chance.,
101033,stochastic processes,The mathematical study of systems and processes involving variables subject to random variations.,
101034,statistical modelling,The use of statistical techniques in the modelling and simulation of 'real-world' systems or processes.,
101035,psycholinguistics,"The study of the psychological and neurobiological factors that enable humans to acquire, use, comprehend and produce language.",
101037,comparative literary studies,"The study of the writers, literatures and literary history of various countries and languages using the techniques of literary analysis and interpretation.",
101038,applied chemistry,The study of topics in chemistry of commercial or social importance.,
101040,risk management,"The study of the systematic process of understanding, evaluating and addressing risks to maximise the chances of objectives being achieved and ensuring organisations, individuals and communities are sustainable.",
101041,industrial chemistry,The study of chemical processes of industrial significance.,
101042,colour chemistry,The study of the chemical science of dyes and pigments.,
101043,inorganic chemistry,"The study of inorganic elements, compounds and reaction mechanisms.",
101044,crystallography,The study and application of techniques for determining crystal structure.,
101045,environmental chemistry,The study of environmental issues related to the chemical sciences.,
101046,marine chemistry,The study of topics in the chemical sciences concerned with understanding the marine environment.,
101048,environmental risk,"The study of actual or potential threats of adverse effects on the environment, and associated risk management.",
101049,health risk,"The study of risk in health and safety situations, includes safety risks, health care risks such as cancer risk and also public policy planning with respect to health and safety risks.",
101050,physical chemistry,"The study of atomic and molecular structure, chemical bonding, energetics and dynamics.",
101053,polymer chemistry,The study of the properties of macromolecular compounds and their synthesis.,
101054,oil and gas chemistry,The study of the chemical science of petroleum and petroleum compounds.,
101056,remote sensing,The study of topographic and geomatic data surveying carried out over a distance.,
101058,mapping science,The study of the preparation and production of maps and/or charts.,
101060,applied physics,The study of topics in physics of commercial or social importance.,
101061,engineering physics,The study of physical principles and techniques applied to engineering and technology.,
101064,geomorphology,The study of the processes determining the topography of the Earth's crust.,
101065,maritime geography,The geographical study of coastal and marine regions.,
101067,soil science,The study of the properties of soils and the processes involved in their formation and distribution.,
101068,atmospheric physics,"The study of the Earth's stratosphere, troposphere and upper atmosphere including atmospheric kinetics and water in the atmosphere.",
101070,climate change,"The study of the modelling and analysis of current and past climate variability and causes of change on all timescales. Includes the understanding and modelling of future climate change, the detection and attribution of past change and the prediction of impacts of climate change on the environment",
101071,computational physics,The study of numerical and quantitative methods in physics.,
101072,pollution control,The study of monitoring with the intention to reduce the emission and distribution of noxious substances in the environment.,
101073,hydrography,"The study of the collection and application of data about the sea, including surveying and the study of tides and currents.",
101074,radiation physics,Monitoring and evaluation of emissions from sources of radiation.,
101075,photonics and optical physics,The study of optics as a natural phenomenon and optical instrumentation.,
101076,laser physics,The study of lasers as optical instrumentation.,
101077,nuclear and particle physics,"The study of matter at atomic and sub-atomic level, and of the structure and behaviour of nuclei.",
101078,applied environmental sciences,The study of topics in environmental sciences of commercial or social importance.,
101079,hydrology,"The study of bodies of water, their distribution and sources.",
101081,volcanology,The study of the origin of ancient and modern volcanoes and vulcanicity.,"Includes the location, history and structure of volcanoes, their emissions and deposits. Also includes the reconstruction of these characteristics and of earth history from studies of volcanic materials and their impacts in the geological record."
101082,geological hazards,"The study of the prediction, monitoring, environmental effects, risks and mitigation of long-term, extreme and catastrophic natural geological events including landslips, earthquakes and volcanic eruptions.",Includes the assessment of the frequency and magnitude of triggers and events.
101083,geochemistry,The study of the chemical processes taking place at or near the earth's surface.,
101084,exploration geophysics,The study of geophysical techniques concerned with the discovery of geological deposits.,
101085,specialist teaching,"The training of others to use non-standard methods to impart, explain and disseminate knowledge, skills and learning to people with particular learning requirements.",
101086,geological oceanography,The study of the sedimentary processes including deposition and dynamics in the oceans.,
101087,special needs teaching,"The training of others to use non-standard methods to impart, explain and disseminate knowledge, skills and learning to people with special needs.",
101088,research and study skills in education,The study of investigative method and the collection of information with the aim of improving individual learning ability and efficiency.,
101089,hydrogeology,"The study of the physical, chemical and biological processes which occur at the interface between rock and water at or below the Earth's surface at all scales.","Includes water-related geological processes beneath oceans, aquifers, groundwater resources and the response of aquifers to environmental change."
101090,study skills,The study of individual learning ability and techniques with the aim of improving their efficacy and efficiency.,
101091,quaternary studies,The study of the rock systems of the most recent geological period.,
101093,exploration geology,The study of the geological aspects of mineral resource exploration,
101094,English literature 1200 - 1700,The study of texts originally written in English between 1200 and 1700.,"Includes the use of techniques of literary analysis and interpretation. May be used for ""Medieval"", ""Renaissance"" and ""Early Modern"" English literature. Where temporal coverage extends beyond the 1200 - 1700 time span, use ""English literature""."
101095,English literature 1700 - 1900,The study of texts originally written in English between 1700 and 1900.,"Includes the use of techniques of literary analysis and interpretation. May be used for ""18th Century"", ""Romantic"" and ""Victorian"" English literature. Where temporal coverage extends beyond the 1700 - 1900 time span, use ""English literature"". Minor variations in the defining years (e.g. 1688 or 1914) are still in scope, provided that the bulk of the timespan covered is between 1700 and 1900."
101102,space science,The physical science study of space beyond the solar system.,
101103,planetary science,"The study of the physical science of planets, including the measurement of the Earth and its gravitational field.",
101104,applied geology,The study of topics in geology of commercial or social importance.,
101105,petroleum geology,"The study of origin, occurrence, movement, accumulation, and exploration of hydrocarbon fuels.",Petroleum geology refers to the specific set of geological disciplines that are applied to the search for hydrocarbons (oil exploration).
101106,engineering geology,The study of geological structures and processes in an engineering context.,
101107,Shakespeare studies,The study of the works of William Shakespeare (1564 - 1616).,
101108,colonial and post-colonial literature,"The study of Anglophone literatures from South Asia, South America, Africa and the Caribbean, and forms of colonial and neo-colonial experience represented in these literary traditions. This may include the writings of the diasporas associated with those areas. Includes the use of techniques of literary analysis and interpretation.",
101109,English as a second language,The study of the structure and acquisition of English from the point of view of a non-native speaker. Includes pronunciation and articulation.,
101111,Scottish literature,The study of literature originally written by Scottish authors. Includes the use of techniques of literary analysis and interpretation.,"Includes literature written by Scottish authors in both English and Scots, and may also cover Gaelic literature in translation."
101112,ancient Middle Eastern languages,"The study of ancient languages, their structure and semantics. May involve investigation into their linguistic, social and/or religious significance and their position as the basis for modern languages.",
101113,ancient Egyptian studies,"The study of ancient Egyptian societies, cultures, languages and hieroglyphics.",
101114,classical Arabic,"The study of the structure, semantics and cultural significance of classical or Qur'anic Arabic.",
101115,Sanskrit studies,"The study of the structure, semantics and cultural significance of the oldest recorded branch of the Indic branch of the Indo-European ancient language of India.",
101117,ancient Hebrew language,"The study of the structure, semantics and cultural significance of the ancient language of the Jews.",
101118,Celtic studies,The study of Celtic culture and its literature using the techniques of literary analysis and interpretation. Involves language study and/or comparison between languages.,
101120,Gaelic language,"The study of the history, grammar and use of Gaelic. Includes acquisition, pronunciation and articulation.","For the Celtic language native to Ireland, use ""Irish language""."
101121,Irish language,"The study of the history, grammar and use of Irish Gaelic. Includes acquisition, pronunciation and articulation.",
101124,Latin studies,"The study of Latin, its structure, history, grammar and use.",May involve investigation into its relationship with modern day speech and language. May also involve the study of literature texts using the techniques of literary analysis and interpretation.
101125,Latin literature,The study of literature originally written in Latin.,Includes the use of techniques of literary analysis and interpretation.
101126,classical Greek studies,"The study of Classical Greek, its structure, history, grammar and use. May involve investigation into its relationship with modern day speech and language. May also involve the study of language texts using the techniques of literary analysis and interpretation.",
101129,classical reception,The study of the impact of Greek and Roman literary and visual culture on subsequent cultures.,
101130,translation studies,"The study, analysis and interpretation of the processes and techniques of translation from one language into another.",
101132,French literature,The study of French literature using the techniques of literary analysis and interpretation.,
101133,French society and culture,The study of French society and culture.,
101134,German literature,The study of literature originally written in the German language using the techniques of literary analysis and interpretation.,
101135,German society and culture,The study of German society and culture.,
101136,Italian society and culture,The study of Italian society and culture.,
101137,Italian literature,The study of Italian literature using the techniques of literary analysis and interpretation.,
101138,Spanish society and culture,The study of Spanish society and culture.,
101139,Spanish literature,The study of Spanish literature using the techniques of literary analysis and interpretation.,
